id,ACTION
250,0.9940000000000001
251,0.9339999999999999
252,0.6819999999999999
253,0.966
254,1.0
255,1.0
256,0.974
257,0.9960000000000001
258,0.89
259,0.994
260,1.0
261,0.984
262,0.9719999999999999
263,0.9940000000000001
264,1.0
265,0.9940000000000001
266,0.982
267,1.0
268,0.992
269,0.9940000000000001
270,0.998
271,0.9960000000000001
272,0.938
273,1.0
274,0.30800000000000005
275,0.9960000000000001
276,0.982
277,0.952
278,0.998
279,0.954
280,0.9800000000000001
281,1.0
282,0.9879999999999999
283,0.968
284,0.944
285,0.9960000000000001
286,0.9339999999999999
287,0.9940000000000001
288,0.998
289,0.9960000000000001
290,0.994
291,0.7580000000000001
292,0.5599999999999999
293,0.9800000000000001
294,0.9640000000000001
295,0.994
296,0.11200000000000002
297,0.404
298,1.0
299,0.9280000000000002
300,0.992
301,0.9119999999999999
302,1.0
303,0.8039999999999999
304,0.9359999999999999
305,0.998
306,1.0
307,1.0
308,1.0
309,0.994
310,0.9899999999999999
311,0.9960000000000001
312,0.99
313,0.998
314,0.994
315,0.982
316,0.9940000000000001
317,0.8560000000000001
318,0.998
319,0.9879999999999999
320,1.0
321,0.998
322,0.126
323,1.0
324,0.9780000000000001
325,0.9800000000000001
326,0.6940000000000001
327,0.9940000000000001
328,0.998
329,0.9879999999999999
330,0.986
331,0.9960000000000001
332,1.0
333,0.9860000000000001
334,0.9760000000000002
335,1.0
336,0.93
337,0.9960000000000001
338,1.0
339,1.0
340,0.946
341,0.974
342,0.9400000000000001
343,0.9019999999999999
344,1.0
345,0.9640000000000001
346,0.9259999999999999
347,0.992
348,0.9880000000000001
349,0.994
350,0.7500000000000001
351,0.9880000000000001
352,0.998
353,0.994
354,0.48600000000000004
355,0.974
356,0.998
357,0.9380000000000001
358,0.9800000000000001
359,0.9879999999999999
360,0.5660000000000001
361,0.992
362,0.992
363,0.998
364,0.9260000000000002
365,1.0
366,0.9879999999999999
367,0.994
368,0.998
369,0.976
370,1.0
371,1.0
372,0.942
373,0.914
374,0.192
375,0.984
376,0.9899999999999999
377,0.506
378,0.986
379,1.0
380,0.9299999999999999
381,0.6459999999999999
382,1.0
383,0.998
384,0.9019999999999999
385,0.868
386,1.0
387,0.826
388,0.852
389,1.0
390,0.9960000000000001
391,0.978
392,0.976
393,0.99
394,0.998
395,0.9719999999999999
396,0.998
397,0.998
398,0.998
399,0.994
400,0.9879999999999999
401,0.976
402,0.9880000000000001
403,0.994
404,0.72
405,1.0
406,0.9460000000000001
407,0.982
408,0.9960000000000001
409,0.992
410,1.0
411,0.998
412,0.858
413,0.9559999999999998
414,0.9800000000000001
415,0.992
416,0.962
417,1.0
418,0.9960000000000001
419,0.9400000000000001
420,0.982
421,0.998
422,0.992
423,0.966
424,0.9179999999999999
425,0.998
426,0.998
427,0.9879999999999999
428,0.998
429,0.8220000000000001
430,1.0
431,1.0
432,0.8640000000000001
433,0.976
434,0.994
435,0.966
436,0.998
437,0.954
438,0.174
439,0.898
440,0.198
441,0.9899999999999999
442,0.986
443,0.99
444,1.0
445,0.958
446,0.9940000000000001
447,0.944
448,0.99
449,1.0
450,0.982
451,0.876
452,1.0
453,0.9960000000000001
454,0.798
455,0.9559999999999998
456,0.998
457,0.992
458,0.9340000000000002
459,0.998
460,0.25999999999999995
461,0.532
462,1.0
463,0.9960000000000001
464,0.994
465,0.998
466,0.998
467,0.156
468,0.8960000000000001
469,0.992
470,0.9940000000000001
471,0.9960000000000001
472,0.9739999999999999
473,1.0
474,0.992
475,0.9960000000000001
476,0.966
477,1.0
478,0.998
479,0.982
480,0.998
481,0.994
482,0.9719999999999999
483,1.0
484,0.998
485,0.998
486,0.998
487,0.968
488,0.982
489,1.0
490,0.992
491,1.0
492,0.998
493,0.866
494,1.0
495,0.998
496,1.0
497,1.0
498,0.998
499,0.992
500,0.9960000000000001
501,0.994
502,0.61
503,0.9960000000000001
504,1.0
505,0.7779999999999999
506,0.99
507,1.0
508,0.9880000000000001
509,0.966
510,0.25
511,0.978
512,0.97
513,0.99
514,0.9120000000000001
515,0.9960000000000001
516,0.998
517,0.994
518,0.968
519,0.984
520,0.65
521,1.0
522,0.9400000000000001
523,0.99
524,0.128
525,0.9879999999999999
526,0.496
527,0.95
528,0.99
529,0.9279999999999999
530,0.994
531,0.974
532,0.994
533,0.976
534,0.952
535,0.9960000000000001
536,0.998
537,0.9940000000000001
538,0.9339999999999999
539,0.9199999999999999
540,0.998
541,0.992
542,0.986
543,0.44800000000000006
544,0.9639999999999999
545,0.8959999999999999
546,1.0
547,0.434
548,0.986
549,0.9440000000000002
550,0.99
551,1.0
552,0.9760000000000002
553,0.99
554,0.9640000000000001
555,0.9879999999999999
556,0.99
557,1.0
558,0.9960000000000001
559,1.0
560,0.984
561,0.922
562,0.9800000000000001
563,0.99
564,0.9099999999999999
565,0.984
566,0.8380000000000001
567,0.9380000000000001
568,0.9579999999999999
569,1.0
570,0.998
571,0.666
572,0.994
573,0.8059999999999998
574,0.8800000000000001
575,1.0
576,0.9960000000000001
577,0.9880000000000001
578,0.978
579,0.5820000000000001
580,0.9560000000000001
581,1.0
582,0.984
583,0.9960000000000001
584,0.99
585,0.998
586,0.696
587,0.998
588,0.966
589,0.994
590,0.9940000000000001
591,0.992
592,0.992
593,0.9
594,0.944
595,1.0
596,0.9720000000000001
597,0.992
598,0.9899999999999999
599,0.958
600,0.9960000000000001
601,0.9800000000000001
602,0.998
603,0.998
604,0.95
605,0.9940000000000001
606,0.9800000000000001
607,0.994
608,0.9700000000000001
609,0.958
610,0.976
611,0.9960000000000001
612,0.946
613,0.942
614,0.386
615,1.0
616,0.728
617,0.986
618,0.892
619,0.998
620,0.9199999999999999
621,0.998
622,0.982
623,0.976
624,0.5640000000000001
625,0.978
626,1.0
627,0.9960000000000001
628,0.9960000000000001
629,0.976
630,0.998
631,0.9960000000000001
632,0.966
633,1.0
634,1.0
635,0.952
636,0.992
637,1.0
638,0.9940000000000001
639,0.97
640,1.0
641,0.994
642,0.99
643,0.994
644,0.962
645,0.9800000000000001
646,0.8719999999999999
647,0.9399999999999998
648,0.9400000000000001
649,0.9960000000000001
650,0.9719999999999999
651,0.96
652,1.0
653,0.678
654,0.998
655,0.908
656,0.9960000000000001
657,0.986
658,0.9920000000000002
659,0.954
660,0.9960000000000001
661,0.9259999999999998
662,0.938
663,1.0
664,0.99
665,0.9800000000000001
666,0.48200000000000004
667,0.8460000000000001
668,1.0
669,0.9640000000000001
670,0.744
671,0.892
672,0.844
673,0.488
674,0.984
675,0.962
676,0.966
677,0.8560000000000001
678,0.998
679,1.0
680,0.976
681,0.5720000000000001
682,0.6140000000000001
683,0.9960000000000001
684,0.952
685,0.992
686,0.944
687,0.992
688,0.994
689,0.998
690,0.99
691,0.994
692,0.974
693,0.592
694,0.9960000000000001
695,0.9960000000000001
696,0.9719999999999999
697,0.9879999999999999
698,0.998
699,0.962
700,0.9880000000000001
701,0.952
702,1.0
703,0.97
704,0.9579999999999999
705,0.982
706,0.9800000000000001
707,0.644
708,1.0
709,0.952
710,0.9960000000000001
711,0.552
712,0.992
713,0.998
714,0.998
715,0.998
716,0.9319999999999998
717,0.9780000000000001
718,0.994
719,0.984
720,0.9879999999999999
721,0.9860000000000001
722,0.986
723,0.986
724,0.984
725,0.9960000000000001
726,0.994
727,0.99
728,0.998
729,0.986
730,0.9480000000000001
731,0.9380000000000001
732,1.0
733,0.9899999999999999
734,0.9960000000000001
735,0.9399999999999998
736,0.732
737,1.0
738,0.99
739,1.0
740,0.992
741,0.9960000000000001
742,0.9620000000000001
743,1.0
744,0.982
745,0.998
746,0.998
747,0.998
748,0.998
749,1.0
750,0.9960000000000001
751,0.982
752,0.998
753,0.998
754,0.992
755,0.992
756,0.8859999999999999
757,0.974
758,0.986
759,0.986
760,0.9960000000000001
761,0.9960000000000001
762,0.986
763,0.7739999999999999
764,0.9940000000000001
765,0.9799999999999999
766,0.9940000000000001
767,0.884
768,1.0
769,0.9559999999999998
770,0.992
771,0.9960000000000001
772,0.99
773,0.9739999999999999
774,0.986
775,1.0
776,0.634
777,0.998
778,0.99
779,0.986
780,0.9960000000000001
781,0.9179999999999999
782,0.998
783,0.922
784,0.998
785,0.96
786,0.998
787,0.9879999999999999
788,0.974
789,1.0
790,0.93
791,0.9800000000000001
792,1.0
793,0.9399999999999998
794,0.9339999999999999
795,0.9739999999999999
796,0.984
797,0.984
798,1.0
799,0.9339999999999999
800,0.9960000000000001
801,0.9880000000000001
802,0.9960000000000001
803,0.976
804,0.974
805,0.998
806,0.998
807,0.7899999999999999
808,0.9359999999999999
809,0.9960000000000001
810,1.0
811,0.958
812,0.45200000000000007
813,0.9879999999999999
814,0.944
815,0.47400000000000003
816,1.0
817,1.0
818,0.984
819,0.998
820,0.9960000000000001
821,0.9399999999999998
822,0.9960000000000001
823,0.998
824,1.0
825,0.9940000000000001
826,0.8939999999999999
827,0.998
828,0.9460000000000001
829,0.9359999999999999
830,0.998
831,0.984
832,0.976
833,0.986
834,0.9860000000000001
835,0.99
836,0.974
837,0.938
838,0.9899999999999999
839,0.962
840,0.9640000000000001
841,0.9960000000000001
842,1.0
843,1.0
844,0.9960000000000001
845,1.0
846,0.9960000000000001
847,1.0
848,0.9960000000000001
849,1.0
850,0.8780000000000001
851,0.9960000000000001
852,0.9800000000000001
853,0.986
854,0.602
855,0.96
856,1.0
857,0.984
858,0.9400000000000001
859,0.998
860,1.0
861,0.9960000000000001
862,0.9200000000000002
863,1.0
864,0.958
865,0.8800000000000001
866,0.9880000000000001
867,1.0
868,0.9800000000000001
869,0.998
870,0.998
871,0.9579999999999999
872,0.906
873,0.982
874,0.982
875,0.998
876,0.99
877,0.986
878,0.9560000000000001
879,0.986
880,0.978
881,0.9640000000000001
882,0.986
883,1.0
884,0.9099999999999999
885,0.9899999999999999
886,0.992
887,0.9940000000000001
888,1.0
889,1.0
890,1.0
891,1.0
892,0.95
893,0.72
894,0.9899999999999999
895,0.992
896,0.9940000000000001
897,0.524
898,0.97
899,0.942
900,1.0
901,0.998
902,0.9880000000000001
903,0.992
904,0.998
905,0.994
906,0.9940000000000001
907,0.998
908,1.0
909,0.9040000000000001
910,0.9720000000000001
911,0.9359999999999999
912,0.984
913,1.0
914,0.9960000000000001
915,0.998
916,0.994
917,0.998
918,0.994
919,0.9960000000000001
920,0.9960000000000001
921,0.992
922,1.0
923,0.9560000000000001
924,0.978
925,0.952
926,1.0
927,0.998
928,0.992
929,0.9719999999999999
930,0.9960000000000001
931,0.968
932,0.9640000000000001
933,0.9480000000000001
934,0.9620000000000001
935,0.992
936,0.736
937,0.998
938,0.9899999999999999
939,0.984
940,0.9960000000000001
941,0.9960000000000001
942,0.974
943,0.23600000000000004
944,1.0
945,0.9640000000000001
946,0.962
947,0.9920000000000002
948,0.97
949,0.994
950,0.998
951,0.998
952,0.908
953,0.9879999999999999
954,0.9960000000000001
955,0.9920000000000002
956,0.4800000000000001
957,0.966
958,0.9960000000000001
959,0.606
960,0.852
961,0.8800000000000001
962,0.9899999999999999
963,1.0
964,0.994
965,0.9800000000000001
966,0.968
967,0.9940000000000001
968,0.976
969,0.9960000000000001
970,0.984
971,0.976
972,0.998
973,0.9879999999999999
974,0.9960000000000001
975,0.998
976,0.976
977,0.984
978,0.958
979,0.99
980,0.47000000000000003
981,0.998
982,1.0
983,1.0
984,0.334
985,0.93
986,0.982
987,1.0
988,1.0
989,0.99
990,0.316
991,0.29399999999999993
992,0.9359999999999999
993,1.0
994,1.0
995,0.978
996,0.998
997,0.5920000000000001
998,1.0
999,0.998
1000,0.9960000000000001
1001,0.8460000000000001
1002,0.93
1003,0.998
1004,0.984
1005,0.9879999999999999
1006,0.9780000000000001
1007,0.976
1008,1.0
1009,0.998
1010,0.998
1011,1.0
1012,1.0
1013,0.9800000000000001
1014,0.994
1015,0.9460000000000001
1016,0.99
1017,0.32
1018,0.9960000000000001
1019,0.998
1020,0.9960000000000001
1021,0.998
1022,0.924
1023,0.992
1024,1.0
1025,0.9960000000000001
1026,0.954
1027,0.99
1028,0.998
1029,0.9960000000000001
1030,1.0
1031,0.984
1032,1.0
1033,1.0
1034,0.9720000000000001
1035,0.994
1036,0.998
1037,0.9879999999999999
1038,0.9620000000000001
1039,0.984
1040,0.9879999999999999
1041,0.992
1042,0.982
1043,0.07999999999999999
1044,0.7899999999999999
1045,0.8780000000000001
1046,0.984
1047,0.9079999999999998
1048,0.974
1049,0.174
1050,0.998
1051,0.998
1052,0.994
1053,1.0
1054,0.944
1055,0.9560000000000001
1056,0.99
1057,0.884
1058,0.9879999999999999
1059,0.992
1060,0.992
1061,0.9940000000000001
1062,0.9639999999999999
1063,0.9899999999999999
1064,0.99
1065,0.998
1066,1.0
1067,0.992
1068,0.99
1069,0.9359999999999999
1070,0.992
1071,0.254
1072,1.0
1073,0.874
1074,0.998
1075,1.0
1076,0.992
1077,0.99
1078,0.984
1079,1.0
1080,0.9559999999999998
1081,1.0
1082,0.998
1083,0.998
1084,1.0
1085,0.9259999999999999
1086,1.0
1087,0.998
1088,0.9560000000000001
1089,0.986
1090,1.0
1091,0.976
1092,0.998
1093,0.998
1094,0.992
1095,0.998
1096,0.986
1097,0.998
1098,0.978
1099,1.0
1100,0.914
1101,0.9560000000000001
1102,0.882
1103,0.99
1104,1.0
1105,0.998
1106,1.0
1107,0.9960000000000001
1108,1.0
1109,1.0
1110,0.9960000000000001
1111,1.0
1112,0.9960000000000001
1113,1.0
1114,0.8699999999999999
1115,0.9880000000000001
1116,0.9879999999999999
1117,0.9719999999999999
1118,0.9559999999999998
1119,0.9440000000000002
1120,0.974
1121,0.994
1122,0.43999999999999995
1123,0.982
1124,0.9339999999999999
1125,1.0
1126,0.982
1127,1.0
1128,0.992
1129,0.998
1130,0.9940000000000001
1131,0.9800000000000001
1132,0.986
1133,0.9620000000000001
1134,0.998
1135,0.708
1136,0.9739999999999999
1137,0.9560000000000001
1138,1.0
1139,0.9960000000000001
1140,0.8019999999999999
1141,0.9799999999999999
1142,0.9719999999999999
1143,0.9380000000000001
1144,0.994
1145,0.9960000000000001
1146,1.0
1147,0.9960000000000001
1148,0.9099999999999999
1149,0.9860000000000001
1150,0.99
1151,1.0
1152,0.986
1153,0.974
1154,0.922
1155,0.998
1156,0.966
1157,1.0
1158,0.992
1159,1.0
1160,0.99
1161,0.916
1162,0.998
1163,0.9720000000000001
1164,0.968
1165,0.994
1166,0.998
1167,0.9960000000000001
1168,0.8
1169,0.884
1170,0.998
1171,0.998
1172,0.9899999999999999
1173,0.986
1174,0.652
1175,1.0
1176,0.986
1177,0.982
1178,0.992
1179,0.9960000000000001
1180,0.514
1181,0.8560000000000001
1182,0.9199999999999999
1183,0.962
1184,0.986
1185,0.9960000000000001
1186,0.998
1187,0.986
1188,0.538
1189,1.0
1190,0.9960000000000001
1191,0.998
1192,0.958
1193,0.994
1194,0.966
1195,0.9620000000000001
1196,0.994
1197,1.0
1198,0.932
1199,0.9940000000000001
1200,1.0
1201,0.968
1202,1.0
1203,0.998
1204,0.9960000000000001
1205,0.982
1206,0.9940000000000001
1207,0.866
1208,1.0
1209,0.392
1210,0.9279999999999999
1211,0.982
1212,0.9960000000000001
1213,0.9399999999999998
1214,0.984
1215,0.998
1216,0.938
1217,0.984
1218,0.924
1219,0.922
1220,0.9400000000000001
1221,0.994
1222,0.898
1223,0.976
1224,0.558
1225,1.0
1226,0.986
1227,1.0
1228,0.974
1229,1.0
1230,1.0
1231,0.998
1232,0.974
1233,1.0
1234,1.0
1235,1.0
1236,0.9880000000000001
1237,0.9960000000000001
1238,0.998
1239,0.992
1240,0.978
1241,0.9179999999999999
1242,0.9960000000000001
1243,0.9960000000000001
1244,0.998
1245,1.0
1246,0.818
1247,0.858
1248,1.0
1249,0.9480000000000001
1250,1.0
1251,0.946
1252,0.9099999999999999
1253,1.0
1254,0.9960000000000001
1255,0.994
1256,1.0
1257,0.9960000000000001
1258,0.9960000000000001
1259,0.994
1260,0.994
1261,0.9739999999999999
1262,0.9960000000000001
1263,0.986
1264,0.976
1265,0.982
1266,0.95
1267,1.0
1268,0.9739999999999999
1269,1.0
1270,0.99
1271,0.9960000000000001
1272,0.9880000000000001
1273,0.9620000000000001
1274,0.994
1275,1.0
1276,0.998
1277,1.0
1278,0.9940000000000001
1279,0.998
1280,0.9199999999999999
1281,0.99
1282,0.9960000000000001
1283,0.9960000000000001
1284,0.9799999999999999
1285,0.986
1286,0.924
1287,0.8460000000000001
1288,0.9799999999999999
1289,0.6880000000000001
1290,0.998
1291,0.998
1292,0.984
1293,0.99
1294,0.9339999999999999
1295,1.0
1296,0.954
1297,1.0
1298,0.958
1299,0.9960000000000001
1300,0.9860000000000001
1301,0.9879999999999999
1302,0.9259999999999999
1303,0.998
1304,0.986
1305,0.986
1306,0.978
1307,0.992
1308,0.984
1309,0.9960000000000001
1310,0.9780000000000001
1311,0.9800000000000001
1312,0.9879999999999999
1313,0.418
1314,0.9800000000000001
1315,0.9880000000000001
1316,1.0
1317,0.922
1318,0.992
1319,1.0
1320,0.312
1321,0.9880000000000001
1322,0.99
1323,0.998
1324,0.998
1325,0.968
1326,0.9960000000000001
1327,0.93
1328,0.984
1329,0.962
1330,0.994
1331,0.998
1332,0.99
1333,0.714
1334,0.9559999999999998
1335,0.8859999999999999
1336,0.992
1337,1.0
1338,0.982
1339,0.808
1340,0.982
1341,0.914
1342,1.0
1343,0.986
1344,0.998
1345,1.0
1346,0.9960000000000001
1347,1.0
1348,0.968
1349,0.966
1350,1.0
1351,0.8779999999999999
1352,0.984
1353,0.884
1354,0.992
1355,0.998
1356,0.99
1357,0.99
1358,0.9720000000000001
1359,0.172
1360,0.952
1361,1.0
1362,0.9860000000000001
1363,0.998
1364,0.8140000000000001
1365,0.882
1366,0.9960000000000001
1367,0.998
1368,1.0
1369,1.0
1370,0.874
1371,1.0
1372,0.6239999999999999
1373,0.708
1374,0.9960000000000001
1375,0.998
1376,1.0
1377,0.882
1378,0.9960000000000001
1379,0.914
1380,0.998
1381,1.0
1382,0.994
1383,1.0
1384,1.0
1385,0.9719999999999999
1386,0.984
1387,0.9879999999999999
1388,0.954
1389,1.0
1390,1.0
1391,0.388
1392,1.0
1393,0.974
1394,0.9880000000000001
1395,0.808
1396,0.992
1397,1.0
1398,0.97
1399,0.9280000000000002
1400,0.9879999999999999
1401,0.9960000000000001
1402,0.992
1403,0.982
1404,0.9280000000000002
1405,0.966
1406,0.998
1407,0.986
1408,1.0
1409,0.5800000000000001
1410,0.986
1411,0.9860000000000001
1412,0.976
1413,0.47400000000000003
1414,0.246
1415,0.994
1416,0.998
1417,0.696
1418,0.9800000000000001
1419,0.9960000000000001
1420,0.9960000000000001
1421,1.0
1422,0.9960000000000001
1423,0.998
1424,0.998
1425,0.9720000000000001
1426,0.998
1427,0.9940000000000001
1428,0.9620000000000001
1429,0.41400000000000003
1430,0.994
1431,0.998
1432,0.9920000000000002
1433,0.07800000000000001
1434,0.784
1435,0.9940000000000001
1436,1.0
1437,0.992
1438,0.992
1439,0.9259999999999999
1440,0.9359999999999999
1441,0.8220000000000001
1442,1.0
1443,0.9880000000000001
1444,0.9960000000000001
1445,0.998
1446,0.9800000000000001
1447,0.976
1448,0.9560000000000001
1449,0.9960000000000001
1450,0.78
1451,0.97
1452,0.99
1453,0.9879999999999999
1454,0.9460000000000001
1455,0.9960000000000001
1456,0.9199999999999999
1457,0.99
1458,0.9960000000000001
1459,0.986
1460,0.9960000000000001
1461,1.0
1462,0.272
1463,0.998
1464,0.44400000000000006
1465,1.0
1466,1.0
1467,0.984
1468,0.994
1469,0.994
1470,0.99
1471,1.0
1472,0.9139999999999999
1473,0.932
1474,0.998
1475,1.0
1476,0.998
1477,0.9879999999999999
1478,0.998
1479,0.976
1480,0.914
1481,1.0
1482,0.892
1483,0.992
1484,0.86
1485,0.9879999999999999
1486,0.9960000000000001
1487,0.9880000000000001
1488,0.938
1489,0.9899999999999999
1490,0.9019999999999999
1491,1.0
1492,0.998
1493,0.9739999999999999
1494,0.8
1495,0.9940000000000001
1496,0.9639999999999999
1497,0.992
1498,0.984
1499,0.9800000000000001
1500,0.994
1501,0.986
1502,0.9640000000000001
1503,0.9879999999999999
1504,0.9780000000000001
1505,0.924
1506,0.882
1507,0.994
1508,0.992
1509,0.9899999999999999
1510,1.0
1511,0.998
1512,0.9799999999999999
1513,0.994
1514,0.95
1515,0.9739999999999999
1516,0.8459999999999999
1517,0.79
1518,0.9279999999999999
1519,0.9960000000000001
1520,0.974
1521,1.0
1522,0.9279999999999999
1523,0.9960000000000001
1524,0.766
1525,0.9940000000000001
1526,1.0
1527,0.99
1528,0.9940000000000001
1529,0.994
1530,1.0
1531,0.99
1532,0.9560000000000001
1533,1.0
1534,0.9960000000000001
1535,0.994
1536,0.994
1537,0.9960000000000001
1538,1.0
1539,0.984
1540,1.0
1541,0.9940000000000001
1542,0.984
1543,0.97
1544,0.922
1545,0.998
1546,0.99
1547,0.9720000000000001
1548,0.9940000000000001
1549,0.998
1550,0.984
1551,0.9559999999999998
1552,0.998
1553,1.0
1554,0.998
1555,0.9899999999999999
1556,0.992
1557,0.982
1558,0.998
1559,0.968
1560,1.0
1561,0.998
1562,0.9720000000000001
1563,0.8140000000000001
1564,0.9719999999999999
1565,0.986
1566,0.938
1567,1.0
1568,0.992
1569,0.998
1570,0.6860000000000002
1571,0.6060000000000001
1572,0.994
1573,0.396
1574,1.0
1575,0.908
1576,0.984
1577,0.9199999999999999
1578,0.9940000000000001
1579,1.0
1580,0.596
1581,0.968
1582,0.982
1583,0.9879999999999999
1584,0.998
1585,0.9879999999999999
1586,1.0
1587,0.982
1588,0.968
1589,0.998
1590,1.0
1591,0.9299999999999999
1592,0.992
1593,0.9359999999999999
1594,0.9600000000000002
1595,0.154
1596,0.984
1597,0.99
1598,0.998
1599,0.36000000000000004
1600,0.9879999999999999
1601,0.992
1602,0.99
1603,0.962
1604,0.998
1605,0.9960000000000001
1606,0.9400000000000001
1607,0.9339999999999999
1608,0.74
1609,0.9600000000000002
1610,0.9719999999999999
1611,0.998
1612,0.986
1613,1.0
1614,0.992
1615,1.0
1616,0.998
1617,0.296
1618,0.9960000000000001
1619,1.0
1620,0.77
1621,0.626
1622,0.9299999999999999
1623,0.93
1624,0.9879999999999999
1625,0.994
1626,1.0
1627,0.5680000000000001
1628,0.9640000000000001
1629,0.9299999999999999
1630,0.986
1631,1.0
1632,0.984
1633,0.8959999999999999
1634,1.0
1635,0.9259999999999999
1636,0.966
1637,0.9940000000000001
1638,0.994
1639,1.0
1640,0.986
1641,0.992
1642,0.998
1643,1.0
1644,0.9960000000000001
1645,0.866
1646,1.0
1647,0.984
1648,0.998
1649,0.944
1650,0.9960000000000001
1651,0.876
1652,0.992
1653,0.99
1654,0.9960000000000001
1655,0.9960000000000001
1656,0.982
1657,0.9799999999999999
1658,0.9400000000000001
1659,0.866
1660,0.998
1661,0.9960000000000001
1662,1.0
1663,0.998
1664,0.986
1665,0.998
1666,0.992
1667,0.804
1668,1.0
1669,0.998
1670,0.998
1671,0.796
1672,0.992
1673,0.9640000000000001
1674,1.0
1675,0.388
1676,0.12200000000000003
1677,0.908
1678,1.0
1679,1.0
1680,0.994
1681,0.9259999999999999
1682,1.0
1683,0.99
1684,0.8639999999999999
1685,0.946
1686,0.998
1687,0.954
1688,0.9960000000000001
1689,0.998
1690,0.9960000000000001
1691,0.994
1692,1.0
1693,0.9960000000000001
1694,0.6340000000000001
1695,1.0
1696,0.986
1697,0.998
1698,0.95
1699,0.998
1700,1.0
1701,0.99
1702,1.0
1703,0.992
1704,0.994
1705,0.986
1706,0.982
1707,0.982
1708,0.968
1709,0.9899999999999999
1710,1.0
1711,0.976
1712,0.998
1713,0.786
1714,0.958
1715,0.8140000000000001
1716,0.992
1717,0.966
1718,0.064
1719,0.9879999999999999
1720,1.0
1721,1.0
1722,0.882
1723,0.9880000000000001
